plateID,wellID,name,Population,Count,ParentCount,PercentParent,RootCount,PercentRoot
A,A01,A01_001_20230426_132145.fcs,/Debris,43905,50000,87.81,50000,87.81
A,A01,A01_001_20230426_132145.fcs,/Debris/Singlets,38379,43905,87.4137341988384,50000,76.75800000000001
A,A01,A01_001_20230426_132145.fcs,/Debris/Singlets/Live,38020,38379,99.06459261575341,50000,76.03999999999999
A,A02,A02_001_20230426_132211.fcs,/Debris,44067,50000,88.134,50000,88.134
A,A02,A02_001_20230426_132211.fcs,/Debris/Singlets,38946,44067,88.37905915991558,50000,77.892
A,A02,A02_001_20230426_132211.fcs,/Debris/Singlets/Live,38431,38946,98.67765624197607,50000,76.862
A,A03,A03_001_20230426_132238.fcs,/Debris,43828,50000,87.656,50000,87.656
A,A03,A03_001_20230426_132238.fcs,/Debris/Singlets,38534,43828,87.9209637674546,50000,77.068
A,A03,A03_001_20230426_132238.fcs,/Debris/Singlets/Live,38245,38534,99.25001297555406,50000,76.49000000000001
A,A04,A04_001_20230426_132305.fcs,/Debris,43907,50000,87.81400000000001,50000,87.81400000000001
A,A04,A04_001_20230426_132305.fcs,/Debris/Singlets,38617,43907,87.95180722891565,50000,77.23400000000001
A,A04,A04_001_20230426_132305.fcs,/Debris/Singlets/Live,38308,38617,99.19983426988114,50000,76.616
A,A05,A05_001_20230426_132333.fcs,/Debris,44073,50000,88.146,50000,88.146
A,A05,A05_001_20230426_132333.fcs,/Debris/Singlets,38555,44073,87.47986295464342,50000,77.11
A,A05,A05_001_20230426_132333.fcs,/Debris/Singlets/Live,38303,38555,99.34638827648813,50000,76.606
A,A06,A06_001_20230426_132401.fcs,/Debris,43915,50000,87.83,50000,87.83
A,A06,A06_001_20230426_132401.fcs,/Debris/Singlets,39150,43915,89.14949333940567,50000,78.3
A,A06,A06_001_20230426_132401.fcs,/Debris/Singlets/Live,38897,39150,99.35376756066411,50000,77.794
A,A07,A07_001_20230426_132436.fcs,/Debris,44084,50000,88.168,50000,88.168
A,A07,A07_001_20230426_132436.fcs,/Debris/Singlets,38668,44084,87.71436348788676,50000,77.336
A,A07,A07_001_20230426_132436.fcs,/Debris/Singlets/Live,38392,38668,99.2862315092583,50000,76.78399999999999
A,A08,A08_001_20230426_132502.fcs,/Debris,44379,50000,88.75800000000001,50000,88.75800000000001
A,A08,A08_001_20230426_132502.fcs,/Debris/Singlets,39646,44379,89.33504585502152,50000,79.292
A,A08,A08_001_20230426_132502.fcs,/Debris/Singlets/Live,38854,39646,98.00232053675025,50000,77.708
A,A09,A09_001_20230426_132531.fcs,/Debris,44120,50000,88.24,50000,88.24
A,A09,A09_001_20230426_132531.fcs,/Debris/Singlets,39146,44120,88.72620126926563,50000,78.292
A,A09,A09_001_20230426_132531.fcs,/Debris/Singlets/Live,38779,39146,99.06248403412864,50000,77.558
A,A10,A10_001_20230426_132559.fcs,/Debris,43956,50000,87.912,50000,87.912
A,A10,A10_001_20230426_132559.fcs,/Debris/Singlets,39399,43956,89.63281463281463,50000,78.798
A,A10,A10_001_20230426_132559.fcs,/Debris/Singlets/Live,39128,39399,99.312165283382825,50000,78.256
A,A11,A11_001_20230426_132623.fcs,/Debris,44634,50000,89.268,50000,89.268
A,A11,A11_001_20230426_132623.fcs,/Debris/Singlets,40064,44634,89.76116861585338,50000,80.128
A,A11,A11_001_20230426_132623.fcs,/Debris/Singlets/Live,39287,40064,98.06060303514377,50000,78.574
A,A12,A12_001_20230426_132705.fcs,/Debris,44221,50000,88.442,50000,88.442
A,A12,A12_001_20230426_132705.fcs,/Debris/Singlets,39630,44221,89.61805477035799,50000,79.25999999999999
A,A12,A12_001_20230426_132705.fcs,/Debris/Singlets/Live,38874,39630,98.09235427706284,50000,77.74799999999999
A,B01,B01_001_20230426_132757.fcs,/Debris,44016,50000,88.032,50000,88.032
A,B01,B01_001_20230426_132757.fcs,/Debris/Singlets,37752,44016,85.76881134133042,50000,75.504
A,B01,B01_001_20230426_132757.fcs,/Debris/Singlets/Live,37070,37752,98.1934731934732,50000,74.14
A,B02,B02_001_20230426_132824.fcs,/Debris,44032,50000,88.064,50000,88.064
A,B02,B02_001_20230426_132824.fcs,/Debris/Singlets,36993,44032,84.01389898255815,50000,73.98599999999999
A,B02,B02_001_20230426_132824.fcs,/Debris/Singlets/Live,36676,36993,99.14308112345579,50000,73.35199999999999
A,B03,B03_001_20230426_132851.fcs,/Debris,43841,50000,87.682,50000,87.682
A,B03,B03_001_20230426_132851.fcs,/Debris/Singlets,37247,43841,84.95928468784926,50000,74.494
A,B03,B03_001_20230426_132851.fcs,/Debris/Singlets/Live,36913,37247,99.10328348591833,50000,73.82600000000001
A,B04,B04_001_20230426_132918.fcs,/Debris,43834,50000,87.668,50000,87.668
A,B04,B04_001_20230426_132918.fcs,/Debris/Singlets,37411,43834,85.34699092029018,50000,74.822
A,B04,B04_001_20230426_132918.fcs,/Debris/Singlets/Live,37083,37411,99.1232525193125,50000,74.166
A,B05,B05_001_20230426_132945.fcs,/Debris,43926,50000,87.852,50000,87.852
A,B05,B05_001_20230426_132945.fcs,/Debris/Singlets,37588,43926,85.57118790693438,50000,75.176
A,B05,B05_001_20230426_132945.fcs,/Debris/Singlets/Live,37299,37588,99.23113759710546,50000,74.598
A,B06,B06_001_20230426_133012.fcs,/Debris,44226,50000,88.452,50000,88.452
A,B06,B06_001_20230426_133012.fcs,/Debris/Singlets,38651,44226,87.3942929498485,50000,77.302
A,B06,B06_001_20230426_133012.fcs,/Debris/Singlets/Live,38387,38651,99.31696463222167,50000,76.774
A,B07,B07_001_20230426_133039.fcs,/Debris,44606,50000,89.212,50000,89.212
A,B07,B07_001_20230426_133039.fcs,/Debris/Singlets,39779,44606,89.17858584046989,50000,79.55799999999999
A,B07,B07_001_20230426_133039.fcs,/Debris/Singlets/Live,39561,39779,99.45197214610724,50000,79.122
A,B08,B08_001_20230426_133116.fcs,/Debris,44281,50000,88.562,50000,88.562
A,B08,B08_001_20230426_133116.fcs,/Debris/Singlets,38459,44281,86.8521487771279,50000,76.91799999999999
A,B08,B08_001_20230426_133116.fcs,/Debris/Singlets/Live,38248,38459,99.45136379001013,50000,76.496
A,B09,B09_001_20230426_133143.fcs,/Debris,44225,50000,88.44999999999999,50000,88.44999999999999
A,B09,B09_001_20230426_133143.fcs,/Debris/Singlets,38438,44225,86.91464104013566,50000,76.876
A,B09,B09_001_20230426_133143.fcs,/Debris/Singlets/Live,37088,38438,96.4878505645455,50000,74.176
A,B10,B10_001_20230426_133217.fcs,/Debris,44083,50000,88.166,50000,88.166
A,B10,B10_001_20230426_133217.fcs,/Debris/Singlets,38675,44083,87.73223237982896,50000,77.35
A,B10,B10_001_20230426_133217.fcs,/Debris/Singlets/Live,37533,38675,97.04718810601165,50000,75.066
A,B11,B11_001_20230426_133244.fcs,/Debris,44273,50000,88.546,50000,88.546
A,B11,B11_001_20230426_133244.fcs,/Debris/Singlets,38764,44273,87.55675016375669,50000,77.52799999999999
A,B11,B11_001_20230426_133244.fcs,/Debris/Singlets/Live,38000,38764,98.02909916417293,50000,76
A,B12,B12_001_20230426_133313.fcs,/Debris,44107,50000,88.214,50000,88.214
A,B12,B12_001_20230426_133313.fcs,/Debris/Singlets,39049,44107,88.53243249370848,50000,78.098
A,B12,B12_001_20230426_133313.fcs,/Debris/Singlets/Live,38082,39049,97.52362416451126,50000,76.164
A,C01,C01_001_20230426_133400.fcs,/Debris,43816,50000,87.632,50000,87.632
A,C01,C01_001_20230426_133400.fcs,/Debris/Singlets,37929,43816,86.56426876027022,50000,75.858
A,C01,C01_001_20230426_133400.fcs,/Debris/Singlets/Live,36348,37929,95.83168551767777,50000,72.696
A,C02,C02_001_20230426_133438.fcs,/Debris,43519,50000,87.03800000000001,50000,87.03800000000001
A,C02,C02_001_20230426_133438.fcs,/Debris/Singlets,36857,43519,84.69174383602565,50000,73.714
A,C02,C02_001_20230426_133438.fcs,/Debris/Singlets/Live,36275,36857,98.42092411210896,50000,72.55
